class,family,genus,n_species,n_antimalarial,mean,std_err,eff
Magnoliopsida,Orobanchaceae,Kopsiopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Orobanchaceae,Magdalenaea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Orobanchaceae,Nothochilus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Orobanchaceae,Seymeriopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Paeoniaceae,Paeonia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Papaveraceae,Dendromecon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Papaveraceae,Ehrendorferia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Papaveraceae,Meconella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Papaveraceae,Platystemon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Passifloraceae,Adenoa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Passifloraceae,Erblichia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Passifloraceae,Pibiria,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Peraceae,Pogonophora,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Peridiscaceae,Peridiscus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Peridiscaceae,Whittonia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Petenaeaceae,Petenaea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Petiveriaceae,Rivina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phrymaceae,Leucocarpus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phrymaceae,Mimetanthe,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phrymaceae,Phryma,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phyllanthaceae,Celianella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phyllanthaceae,Chonocentrum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phyllanthaceae,Didymocistus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phyllanthaceae,Gonatogyne,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phyllanthaceae,Jablonskia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Phytolaccaceae,Agdestis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Picrodendraceae,Parodiodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Picrodendraceae,Picrodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Picrodendraceae,Podocalyx,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Anamaria,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Benjaminia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Boelckea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Encopella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Epixiphium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Geochorda,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Hippuris,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Ildefonsia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Limnophila,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Maurandella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Mohavea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Pseudorontium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Russellia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plantaginaceae,Tetraulacium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Plocospermataceae,Plocosperma,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Podostemaceae,Autana,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Podostemaceae,Diamantina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Podostemaceae,Tristicha,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Podostemaceae,Weddellina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polemoniaceae,Acanthogilia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polemoniaceae,Aliciella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polemoniaceae,Bryantiella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polemoniaceae,Collomia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polemoniaceae,Langloisia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polemoniaceae,Microsteris,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygalaceae,Barnhartia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Bistorta,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Centrostegia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Fallopia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Harfordia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Leptogonum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Magoniella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Nemacaulis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Pterostegia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Salta,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Sidotheca,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Polygonaceae,Symmeria,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Primulaceae,Androsace,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Primulaceae,Neomezia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Primulaceae,Solonia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Primulaceae,Vegaea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Primulaceae,Votschia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Proteaceae,Lomatia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Proteaceae,Orites,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Quillajaceae,Quillaja,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Ranunculaceae,Aconitum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Ranunculaceae,Caltha,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Ranunculaceae,Semiaquilegia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Resedaceae,Oligomeris,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Alvimiantha,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Araracuara,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Berchemia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Doerpfeldia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Johnstonalia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Kentrothamnus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Pseudoziziphus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rhamnaceae,Retanilla,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Amelanchier,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Argentina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Chamaebatia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Drymocallis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Fallugia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Kageneckia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Lindleya,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Margyricarpus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Petrophytum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Physocarpus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Sibbaldia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rosaceae,Xerospiraea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Acrobotrys,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Acunaeanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Anthospermopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Aphanocarpus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Balmea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Berghesia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Blepharidium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Bothriospora,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Carajasia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Carterella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Ceratopyxis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Chalepophyllum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Chione,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Cinchonopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Coryphothamnus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Cosmocalyx,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Diacrodon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Dialypetalanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Ditrichanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Dolichodelphys,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Donnellyanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Duidania,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Edrastima,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Eizia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Emmeorhiza,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Eosanthe,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Etericius,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Flexanthera,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Habroneuron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Holstianthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Leptoscela,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Lucya,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Macbrideina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Maguireocharis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Melanopsidium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Mitchella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Molopanthera,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Motleyothamnus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Nernstia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Nertera,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Nodocarpaea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Oldenlandiopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Osa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Ottoschmidtia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Parachimarrhis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Phyllomelia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Picardaea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Pimentelia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Placocarpa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Plocaniophyllon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Pseudohamelia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Pteridocalyx,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Rachicallis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Ramonadoxa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Raritebe,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Riodocea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Riqueuria,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Roigella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Schwendenera,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Siemensia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Stenosepala,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Steyermarkia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Strumpfia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Stylosiphonia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Syringantha,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Tainus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Tammsia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Thogsennia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Tortuella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Tromlyca,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rubiaceae,Wittmackanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Adiscanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Andreadoxa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Apocaulon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Cneoridium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Desmotes,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Dictyoloma,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Euxylophora,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Leptothyrsa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Lubaria,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Naudinia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Polyaster,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Ptelea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Raulinoa,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Rutaneblina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Sigmatanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Rutaceae,Triphasia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Salicaceae,Hasseltiopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Salicaceae,Macrohasseltia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Salicaceae,Macrothumia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Salicaceae,Olmediella,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Salicaceae,Pleuranthodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Santalaceae,Jodina,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Santalaceae,Lepidoceras,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Aesculus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Alatococcus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Allophylastrum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Athyana,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Blomia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Euchorium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Hypelate,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Magonia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Mischocarpus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Pentascyphus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Scyphonychium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Tripterodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapindaceae,Ungnadia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sapotaceae,Diploon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Sarcobataceae,Sarcobatus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Saururaceae,Anemopsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Saururaceae,Saururus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Saxifragaceae,Boykinia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Saxifragaceae,Chrysosplenium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Saxifragaceae,Suksdorfia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Schisandraceae,Schisandra,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Schlegeliaceae,Exarata,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Schlegeliaceae,Synapsis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Schoepfiaceae,Quinchamalium,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Scrophulariaceae,Bontia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Scrophulariaceae,Eremogeton,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Setchellanthaceae,Setchellanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Simmondsiaceae,Simmondsia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Capsicophysalis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Coeloneurum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Darcyanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Duckeodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Espadaea,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Henoonia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Heteranthia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Nectouxia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Plowmania,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Poortmannia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Protoschwenkia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Quincula,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Salpiglossis,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Schraderanthus,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Streptosolen,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Solanaceae,Trompettia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Surianaceae,Suriana,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Talinaceae,Amphipetalum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Tetrachondraceae,Polypremum,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Tetrameristaceae,Pelliciera,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Tetrameristaceae,Pentamerista,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Thymelaeaceae,Dirca,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Thymelaeaceae,Goodallia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Thymelaeaceae,Ovidia,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Ticodendraceae,Ticodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Trigoniaceae,Isidodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Trigoniaceae,Trigoniodendron,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Ulmaceae,Phyllostylon,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
Magnoliopsida,Urticaceae,Discocnide,1,0,0.00797376853714882,0.08893923516910181,-0.0896541163412092
